metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,value,unit,value_smoothed,description
Case,Total Cases,Citywide,,Daily,2021-12-28,NA,108629,count, ,NA
Case,Total Cases,Citywide,,Daily,2021-12-29,NA,111746,count, ,NA
Case,Total Cases,Citywide,,Daily,2021-12-30,NA,114135,count, ,NA
Case,Total Cases,Citywide,,Daily,2021-12-31,NA,114960,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-01,NA,115453,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-02,NA,116734,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-03,NA,121087,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-04,NA,125120,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-05,NA,128746,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-06,NA,132083,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-07,NA,133331,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-08,NA,134618,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-09,NA,135758,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-10,NA,139144,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-11,NA,140977,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-12,NA,142942,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-13,NA,144695,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-14,NA,146340,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-15,NA,147042,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-16,NA,147726,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-17,NA,148659,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-18,NA,150611,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-19,NA,151966,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-20,NA,153105,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-21,NA,154047,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-22,NA,154449,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-23,NA,154770,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-24,NA,155771,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-25,NA,156613,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-26,NA,157459,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-27,NA,158033,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-28,NA,158535,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-29,NA,158568,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-30,NA,158781,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-01-31,NA,159391,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-01,NA,159993,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-02,NA,160464,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-03,NA,160847,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-04,NA,161086,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-05,NA,161222,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-06,NA,161347,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-07,NA,161788,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-08,NA,162173,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-09,NA,162488,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-10,NA,162757,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-11,NA,162971,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-12,NA,163080,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-13,NA,163144,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-14,NA,163456,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-15,NA,163743,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-16,NA,164075,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-17,NA,164351,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-18,NA,164546,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-19,NA,164618,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-20,NA,164668,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-21,NA,164844,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-22,NA,165118,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-23,NA,165332,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-24,NA,165525,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-25,NA,165600,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-26,NA,165666,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-27,NA,165713,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-02-28,NA,165888,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-01,NA,166037,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-02,NA,166182,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-03,NA,166295,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-04,NA,166368,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-05,NA,166419,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-06,NA,166449,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-07,NA,166550,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-08,NA,166659,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-09,NA,166729,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-10,NA,166826,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-11,NA,166900,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-12,NA,166936,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-13,NA,166987,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-14,NA,167112,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-15,NA,167204,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-16,NA,167293,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-17,NA,167367,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-18,NA,167437,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-19,NA,167483,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-20,NA,167547,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-21,NA,167735,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-22,NA,167921,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-23,NA,168119,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-24,NA,168266,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-25,NA,168381,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-26,NA,168478,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-27,NA,168562,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-28,NA,168811,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-29,NA,169071,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-30,NA,169333,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-03-31,NA,169583,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-01,NA,169778,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-02,NA,169865,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-03,NA,169975,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-04,NA,170259,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-05,NA,170604,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-06,NA,170944,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-07,NA,171228,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-08,NA,171449,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-09,NA,171564,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-10,NA,171666,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-11,NA,172163,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-12,NA,172586,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-13,NA,173035,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-14,NA,173387,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-15,NA,173686,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-16,NA,173818,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-17,NA,173895,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-18,NA,174112,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-19,NA,174669,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-20,NA,175150,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-21,NA,175553,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-22,NA,175924,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-23,NA,176057,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-24,NA,176198,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-25,NA,176824,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-26,NA,177336,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-27,NA,177844,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-28,NA,178258,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-29,NA,178611,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-04-30,NA,178767,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-01,NA,178934,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-02,NA,179574,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-03,NA,180203,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-04,NA,180781,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-05,NA,181290,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-06,NA,181732,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-07,NA,181923,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-08,NA,182062,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-09,NA,182703,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-10,NA,183274,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-11,NA,183858,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-12,NA,184330,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-13,NA,184689,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-14,NA,184881,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-15,NA,185102,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-16,NA,185711,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-17,NA,186275,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-18,NA,186745,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-19,NA,187119,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-20,NA,187418,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-21,NA,187565,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-22,NA,187707,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-23,NA,188148,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-24,NA,188500,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-25,NA,188890,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-26,NA,189141,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-27,NA,189366,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-28,NA,189482,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-29,NA,189556,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-30,NA,189634,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-05-31,NA,190038,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-01,NA,190376,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-02,NA,190666,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-03,NA,190891,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-04,NA,190994,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-05,NA,191103,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-06,NA,191379,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-07,NA,191663,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-08,NA,191904,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-09,NA,192098,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-10,NA,192244,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-11,NA,192328,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-12,NA,192418,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-13,NA,192627,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-14,NA,192853,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-15,NA,193051,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-16,NA,193229,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-17,NA,193360,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-18,NA,193440,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-19,NA,193508,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-20,NA,193644,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-21,NA,193871,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-22,NA,194063,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-23,NA,194230,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-24,NA,194365,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-25,NA,194448,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-26,NA,194509,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-27,NA,194696,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-28,NA,194890,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-29,NA,195086,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-06-30,NA,195260,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-01,NA,195362,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-02,NA,195436,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-03,NA,195495,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-04,NA,195544,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-05,NA,195771,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-06,NA,195982,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-07,NA,196181,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-08,NA,196357,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-09,NA,196463,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-10,NA,196561,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-11,NA,196783,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-12,NA,196980,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-13,NA,197152,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-14,NA,197338,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-15,NA,197468,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-16,NA,197564,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-17,NA,197645,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-18,NA,197883,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-19,NA,198081,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-20,NA,198261,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-21,NA,198418,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-22,NA,198566,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-23,NA,198647,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-24,NA,198724,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-25,NA,198905,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-26,NA,199074,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-27,NA,199244,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-28,NA,199410,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-29,NA,199540,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-30,NA,199603,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-07-31,NA,199662,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-01,NA,199852,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-02,NA,199996,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-03,NA,200161,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-04,NA,200309,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-05,NA,200420,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-06,NA,200497,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-07,NA,200561,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-08,NA,200733,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-09,NA,200886,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-10,NA,201017,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-11,NA,201122,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-12,NA,201218,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-13,NA,201256,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-14,NA,201322,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-15,NA,201454,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-16,NA,201591,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-17,NA,201735,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-18,NA,201838,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-19,NA,201926,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-20,NA,201996,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-21,NA,202053,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-22,NA,202186,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-23,NA,202282,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-24,NA,202388,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-25,NA,202505,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-26,NA,202600,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-27,NA,202654,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-28,NA,202704,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-29,NA,202832,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-30,NA,202944,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-08-31,NA,203060,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-01,NA,203158,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-02,NA,203256,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-03,NA,203303,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-04,NA,203360,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-05,NA,203396,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-06,NA,203540,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-07,NA,203682,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-08,NA,203795,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-09,NA,203895,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-10,NA,203954,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-11,NA,203988,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-12,NA,204136,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-13,NA,204283,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-14,NA,204432,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-15,NA,204548,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-16,NA,204659,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-17,NA,204712,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-18,NA,204782,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-19,NA,204956,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-20,NA,205136,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-21,NA,205279,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-22,NA,205418,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-23,NA,205535,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-24,NA,205596,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-25,NA,205652,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-26,NA,205817,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-27,NA,205970,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-28,NA,206138,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-29,NA,206278,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-09-30,NA,206388,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-01,NA,206448,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-02,NA,206508,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-03,NA,206656,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-04,NA,206757,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-05,NA,206872,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-06,NA,206986,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-07,NA,207086,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-08,NA,207124,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-09,NA,207166,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-10,NA,207241,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-11,NA,207336,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-12,NA,207452,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-13,NA,207547,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-14,NA,207632,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-15,NA,207690,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-16,NA,207730,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-17,NA,207839,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-18,NA,207946,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-19,NA,208017,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-20,NA,208101,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-21,NA,208176,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-22,NA,208208,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-23,NA,208235,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-24,NA,208321,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-25,NA,208395,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-26,NA,208481,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-27,NA,208545,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-28,NA,208612,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-29,NA,208653,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-30,NA,208690,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-10-31,NA,208783,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-01,NA,208867,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-02,NA,208959,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-03,NA,209029,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-04,NA,209090,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-05,NA,209125,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-06,NA,209168,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-07,NA,209251,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-08,NA,209317,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-09,NA,209386,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-10,NA,209452,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-11,NA,209503,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-12,NA,209544,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-13,NA,209571,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-14,NA,209636,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-15,NA,209686,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-16,NA,209758,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-17,NA,209809,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-18,NA,209867,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-19,NA,209900,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-20,NA,209932,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-21,NA,210012,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-22,NA,210091,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-23,NA,210143,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-24,NA,210166,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-25,NA,210232,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-26,NA,210288,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-27,NA,210363,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-28,NA,210504,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-29,NA,210633,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-11-30,NA,210761,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-12-01,NA,210881,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-12-02,NA,210978,count, ,NA
Case,Total Cases,Citywide,,Daily,2022-12-03,NA,211025,count, ,NA
